sex,age,educ,income,married,race
1,29,11,26010,0,3
1,73,4,8100,0,1
1,67,8,24600,0,3
1,37,9,28000,1,3
1,72,8,16600,0,1
1,43,4,7200,1,2
0,58,14,33390,1,1
1,56,10,12600,1,2
0,56,9,10000,0,4
0,41,6,0,0,2
0,36,11,13000,0,2
0,63,9,80000,1,3
1,71,12,14600,1,1
0,24,4,32800,0,2
0,57,6,20000,0,1
1,18,7,0,0,2
0,30,15,16000,0,4
0,49,11,107300,1,4
1,30,13,37200,1,1
0,56,8,18200,1,2
1,70,9,19200,0,1
1,37,9,0,0,1
1,69,11,12250,1,1
0,58,12,32000,1,2
0,43,3,16000,1,2
1,42,9,31570,1,3
0,43,4,38000,1,2
1,87,9,7500,0,2
0,61,8,57000,1,1
0,23,13,30000,0,1
0,93,13,15600,1,1
1,26,9,10000,0,2
1,32,11,40000,1,1
1,25,9,0,1,2
1,43,10,20400,0,2
0,50,12,0,0,4
0,47,9,49900,1,1
0,61,15,325000,0,1
1,29,10,39000,0,1
0,65,9,58300,1,2
1,32,11,30000,0,3
1,37,8,64800,1,4
1,62,11,2200,1,1
1,42,11,20000,1,4
1,50,1,0,1,2
0,45,9,52000,1,1
1,36,9,22170,0,3
0,62,15,7800,1,1
1,76,13,11000,1,1
0,41,13,49860,0,1
0,45,12,50000,0,3
0,43,15,82000,0,1
0,56,13,120000,1,2
1,22,11,12000,0,4
1,48,10,325880,0,1
0,39,9,18000,1,2
0,68,11,9004,0,1
0,63,8,35000,0,1
1,37,9,11100,0,3
0,56,6,7400,0,1
0,74,8,10400,1,4
1,83,10,22000,0,1
0,44,3,12300,1,2
0,47,11,86000,0,1
0,41,14,78600,0,1
0,25,3,0,0,2
0,78,3,20000,0,1
1,35,9,0,1,2
0,23,9,37000,1,1
0,55,11,70000,0,1
0,86,9,86800,0,1
1,61,7,41700,1,2
0,36,3,0,1,2
0,83,12,27800,1,3
1,41,14,26730,0,1
0,37,9,30000,1,1
1,55,13,38000,1,1
1,48,16,119000,1,1
0,49,12,1900,0,1
0,74,14,277700,1,1
0,20,9,5200,0,3
0,44,12,114000,0,1
0,34,7,325000,0,1
0,53,9,26000,1,1
1,49,11,13000,1,1
1,55,13,55000,0,2
0,22,2,10000,0,2
1,36,10,14000,1,1
1,40,7,11300,0,1
0,39,14,65000,1,4
1,58,9,21000,1,3
0,31,10,6800,1,4
0,56,9,53000,1,1
0,44,13,54800,1,4
1,41,14,24000,1,1
0,77,15,125800,0,1
0,22,10,30000,1,1
1,28,14,27500,1,1
1,37,11,11700,0,1
1,47,10,27200,1,1
1,25,1,25000,0,2
0,42,15,17500,1,2
1,83,9,26900,0,2
0,57,12,39000,1,4
0,62,12,84100,1,4
0,65,14,48600,0,1
1,46,5,10600,1,2
0,21,9,26100,0,4
1,40,12,1900,1,4
1,50,12,16500,1,3
0,49,3,12000,1,2
0,34,11,20000,1,1
1,37,13,130000,1,4
1,93,9,0,0,3
0,65,9,18000,1,2
1,52,10,0,1,1
0,40,11,64180,1,1
1,59,14,60000,1,1
1,51,1,4000,0,2
1,20,11,600,0,4
1,38,12,34300,0,1
0,21,9,36100,0,2
1,49,11,57000,0,3
1,19,10,3000,0,3
0,40,9,48700,1,2
0,54,11,32000,1,4
1,18,5,0,0,2
0,22,6,12500,1,1
0,33,9,24600,0,2
1,43,13,36500,1,1
1,37,10,38500,1,3
0,21,9,15000,0,3
0,48,14,31560,0,1
0,50,14,43000,1,2
0,55,13,41500,0,1
0,36,14,20000,0,1
0,70,4,24730,1,1
1,69,9,6700,1,1
0,39,13,35000,1,4
1,46,9,29000,0,1
1,84,5,7900,0,2
1,26,8,10000,0,1
0,38,3,18000,1,2
0,27,13,28300,1,4
1,75,1,10800,0,2
1,50,14,61000,1,1
0,21,10,17500,0,2
1,41,9,0,0,2
1,57,11,21600,0,1
1,39,11,30000,1,2
1,20,11,1564,1,1
1,44,11,46100,1,1
0,19,9,9000,0,1
1,73,13,5100,1,1
1,34,13,72500,1,1
1,52,8,0,1,2
0,76,13,39600,1,1
0,61,9,4600,1,1
0,62,2,32000,1,2
1,77,11,7300,1,1
0,29,11,16700,0,1
0,37,11,36000,1,1
0,21,4,0,0,1
0,72,13,0,1,1
0,76,13,21600,0,1
1,18,7,2000,0,1
1,74,9,39700,0,1
1,54,5,16000,0,2
1,47,11,41600,1,1
1,28,3,0,1,2
1,69,10,7600,1,1
1,72,13,0,1,1
1,44,10,2000,1,1
0,35,15,45000,0,1
0,65,11,38700,1,2
0,23,5,8400,0,4
0,41,13,800,0,2
1,34,9,0,1,1
0,59,1,14800,1,2
1,46,11,21300,1,4
0,39,4,42000,1,2
1,20,8,9000,1,3
1,86,1,6000,1,2
0,28,13,37000,1,4
0,22,9,22000,0,4
0,53,11,33100,1,4
0,68,9,24000,1,1
0,27,13,13000,0,1
1,49,10,45000,1,2
1,66,9,6500,1,1
1,64,13,6700,1,1
1,69,4,5000,1,2
1,41,10,91030,0,2
0,30,14,20000,0,1
0,31,9,1100,1,3
1,28,11,52500,1,2
1,30,13,40000,1,1
1,64,8,0,1,3
0,21,9,18000,0,1
0,46,12,25000,0,1
1,62,11,81000,0,1
1,37,6,3600,1,2
1,43,14,52000,0,1
1,29,6,17300,0,2
1,50,14,5000,0,1
1,22,8,15600,1,1
0,37,8,14400,1,2
1,49,9,8000,0,3
0,21,9,12500,1,1
1,47,12,44200,0,2
1,48,9,30000,0,3
1,53,12,35000,1,3
0,77,9,14500,1,4
1,57,11,34000,1,1
1,63,9,10400,0,1
1,33,11,25000,1,2
1,42,12,0,1,1
0,32,8,27000,0,2
0,50,11,45000,1,2
0,23,9,19100,1,2
0,35,9,15000,0,2
1,36,10,0,1,2
0,64,6,13200,1,1
1,50,4,16800,1,4
0,38,1,0,0,3
0,63,13,41000,0,1
1,47,7,26000,1,2
1,44,13,79000,1,1
0,25,4,0,0,2
0,35,10,60000,1,1
0,39,14,162120,1,4
0,63,6,9000,0,1
0,49,11,30000,0,1
0,46,8,1500,0,1
1,84,11,33900,1,1
1,89,10,8000,0,1
0,22,8,3100,0,1
0,49,13,62130,1,1
0,39,13,55000,1,4
1,27,12,0,0,4
1,32,10,0,1,2
1,85,9,33200,0,1
1,31,9,0,1,1
0,81,11,18000,1,1
0,20,11,1600,0,1
0,20,9,36800,0,1
0,36,11,29200,0,2
0,39,13,40100,1,1
1,37,1,7200,1,2
1,52,3,12000,0,2
0,53,13,94000,1,1
1,68,1,5300,0,2
1,41,9,0,1,2
1,48,11,325000,1,1
0,65,13,67000,1,4
0,71,3,4300,1,2
1,93,9,10100,0,1
0,81,4,6300,1,2
0,18,9,15700,0,1
1,46,9,27000,1,2
0,21,6,4900,0,1
1,23,9,6500,1,2
1,29,5,8000,1,2
0,24,5,12000,0,2
1,56,13,59050,0,1
0,32,9,20000,0,1
0,59,13,103000,1,1
1,79,10,19200,0,1
1,27,10,16700,1,1
1,47,14,7700,1,4
1,62,9,12050,1,1
1,73,11,20800,1,1
0,42,8,36000,1,1
1,43,14,70000,1,1
0,41,14,116600,1,4
0,58,9,36000,0,1
0,48,13,64000,0,4
1,42,13,40100,1,1
1,74,14,45900,0,1
0,35,7,205700,0,2
0,46,15,348300,0,3
1,63,13,19500,1,2
0,41,11,50000,1,2
1,28,3,12000,0,2
1,33,9,20100,0,1
0,52,11,160000,1,1
1,32,9,9350,1,1
0,62,12,65000,1,1
1,47,1,2400,0,2
0,67,13,29600,0,1
1,20,11,12000,0,1
0,46,9,95000,1,4
1,42,1,0,1,2
1,70,3,4800,0,2
0,45,4,17000,0,2
1,40,11,32000,1,1
1,34,9,21000,1,1
1,30,12,33000,1,1
0,29,9,30000,0,1
1,51,10,26000,1,1
0,70,7,5500,0,1
0,34,13,86170,1,1
0,67,11,6400,0,1
0,46,5,60000,0,1
0,50,6,55000,1,4
0,43,1,19200,1,2
1,77,2,6300,0,4
1,18,7,0,0,4
0,52,11,59000,1,1
0,25,12,24300,0,2
1,25,9,22000,0,2
0,32,9,15000,1,2
1,65,9,10800,1,1
1,60,14,49700,0,1
0,41,11,60000,1,1
1,22,9,20000,0,3
1,45,12,24000,0,2
1,67,9,18200,0,1
1,22,9,15000,0,1
1,19,11,8400,0,1
1,26,12,60000,0,1
0,39,9,12000,0,1
0,45,11,57000,1,1
1,39,12,0,1,4
0,47,9,10,0,1
1,56,9,9250,0,1
1,20,6,0,0,2
1,50,10,25400,0,1
1,20,9,17000,0,1
1,32,13,22000,1,1
1,46,9,5000,1,2
0,63,9,0,1,4
0,71,9,13600,1,1
0,18,3,1200,0,1
0,74,6,8000,0,1
0,65,1,6000,1,2
1,38,7,0,1,3
1,37,10,0,1,1
1,76,11,6500,0,1
1,30,11,24000,0,2
0,43,13,50000,0,1
1,46,13,36130,0,1
1,42,13,14000,1,1
1,37,5,11400,1,2
1,40,13,0,1,1
0,31,13,49000,1,3
1,48,11,12000,1,1
1,48,14,49500,0,1
0,58,13,83160,0,1
0,37,13,40700,1,2
1,32,9,2500,1,1
0,58,13,33500,0,1
1,77,3,0,1,2
1,73,1,12400,1,1
1,23,10,25600,0,2
1,69,11,59800,0,1
1,74,12,5500,1,1
0,46,9,20000,0,2
1,44,11,36000,1,4
1,79,1,12600,0,1
0,28,11,33600,1,1
0,33,14,23000,1,1
1,69,9,6000,1,1
0,55,9,26000,1,1
0,56,8,14190,1,1
0,31,9,5200,1,3
0,61,10,140000,1,1
0,22,9,16700,1,2
1,51,10,42000,1,2
1,18,9,7000,0,2
0,49,11,10900,0,1
1,21,11,325000,0,1
1,72,9,6400,1,1
1,55,12,47000,0,1
1,46,11,18100,1,2
0,45,11,20000,1,3
1,88,5,10800,1,1
1,26,10,0,1,2
1,37,14,60000,1,4
1,31,16,17300,0,1
1,47,9,6000,0,3
0,46,14,72000,1,1
0,46,9,0,0,1
0,26,5,3500,0,2
0,37,3,9000,1,2
1,55,9,0,1,1
1,28,7,0,1,1
1,76,9,4400,1,1
1,46,11,0,1,1
0,32,13,87000,1,4
0,75,11,14030,1,1
1,63,12,3800,1,1
0,22,12,0,0,4
1,35,13,0,1,1
1,73,9,0,0,3
1,49,13,27200,0,4
1,27,12,25100,1,4
1,22,12,0,0,2
1,27,7,10000,1,2
0,48,13,60100,0,4
0,35,10,15000,1,1
0,40,9,63000,1,1
1,74,10,10400,1,1
0,66,13,53510,0,1
1,67,1,2000,1,1
0,33,10,32600,0,2
0,46,1,0,1,2
1,83,13,42400,0,1
1,30,3,0,1,2
0,50,15,350300,1,1
0,21,8,13300,0,2
1,67,8,7500,0,3
0,22,11,800,0,1
1,29,9,13800,0,3
0,29,9,40870,1,1
0,45,11,8100,1,1
0,45,15,255000,1,1
0,40,9,46700,0,1
0,37,1,24200,0,2
0,28,13,28300,0,2
1,28,13,9000,1,1
0,49,9,0,0,3
1,51,10,19000,1,1
0,67,14,45230,1,1
0,53,13,2500,1,1
0,20,11,3000,0,2
1,19,9,7000,0,2
1,27,11,1000,0,3
0,37,8,6400,0,4
1,32,9,0,1,1
0,71,15,52800,1,1
0,45,6,0,1,1
0,40,10,25000,1,1
0,29,12,0,0,4
0,25,5,0,1,2
1,25,13,28000,0,1
1,43,16,2000,1,4
1,27,4,0,1,2
1,65,6,12600,1,1
1,24,11,0,0,4
1,44,8,15000,0,4
0,22,9,20000,0,1
1,46,13,32000,0,1
1,66,8,22900,0,1
1,24,13,2200,0,3
0,51,8,13300,0,3
1,20,9,1400,0,3
1,74,9,17500,1,1
1,63,7,6970,0,2
0,38,9,18000,1,1
1,54,8,10000,0,2
0,40,12,0,0,4
0,38,9,90000,0,1
1,75,13,7800,1,1
0,56,8,45000,0,1
1,38,9,0,1,2
0,35,10,1660,0,4
0,27,9,35000,0,1
1,31,13,35000,1,1
0,27,10,50000,1,2
0,53,1,0,0,2
1,71,16,44500,1,1
0,36,8,22000,1,2
0,19,10,400,0,1
1,20,9,8600,0,2
1,56,10,8000,0,1
0,67,1,17700,1,3
0,87,1,4200,0,2
1,51,13,15000,0,4
0,21,9,21000,1,1
0,42,13,4e+05,1,1
1,46,11,65200,0,1
1,30,2,0,1,2
0,51,14,150000,1,1
0,18,3,14500,0,2
1,26,9,0,1,2
1,40,9,2700,1,1
1,54,13,28000,0,1
1,58,9,4900,1,1
0,26,9,25000,0,1
1,63,13,64000,0,1
0,47,11,88200,1,1
0,24,12,13000,0,1
1,38,10,25000,1,2
0,48,10,28900,1,1
0,20,11,12000,0,4
0,44,10,35000,0,4
1,53,13,0,1,1
1,52,13,43000,0,1
0,57,12,12000,1,1
1,82,9,21000,0,1
1,89,9,10000,0,1
1,48,9,18000,0,2
0,46,11,46000,1,4
1,40,6,0,0,2
1,69,3,6000,0,2
0,18,7,7000,0,2
1,47,3,0,1,2
0,40,11,105000,0,1
0,35,16,52500,0,4
1,28,11,30000,0,1
0,72,11,38700,1,1
1,28,13,19210,0,1
1,26,8,12000,1,1
1,53,14,54600,1,1
0,23,11,0,0,4
0,75,3,36000,0,3
0,61,8,0,1,3
0,37,13,40000,0,2
0,75,9,22100,1,1
0,28,11,41300,1,1
1,49,11,0,1,1
1,52,6,14000,1,1
1,49,9,10400,1,2
0,65,13,13200,1,1
0,44,13,251000,1,1
1,20,9,14000,0,2
0,35,3,7000,1,2
1,41,9,36000,0,1
0,80,5,18500,0,2
1,28,11,29000,0,2
0,25,13,11600,1,1
0,25,6,13600,1,2
0,45,2,9400,1,2
1,26,11,3800,0,4
1,37,9,40000,1,1
1,22,12,4000,0,1
1,66,9,19400,1,1
0,35,3,0,1,2
1,31,11,11000,1,1
1,83,5,14000,0,1
1,69,11,19600,0,1
1,42,1,8000,1,4
0,26,11,0,0,1
1,43,12,33600,0,2
1,24,13,25000,0,2
0,47,10,140000,1,1
0,50,12,320,0,1
1,42,13,52000,1,1
1,32,6,9000,1,3
0,34,9,30800,1,2
1,93,9,8700,0,1
0,37,13,80000,0,1
0,50,13,77500,1,1
0,22,6,0,0,3
0,33,12,9300,0,2
0,38,9,8000,0,1
1,21,9,14200,0,1
1,31,4,0,1,2
0,66,11,16800,1,1
1,37,9,2020,1,1
1,44,14,50000,1,4
1,36,9,36000,1,2
1,31,13,150,1,1
0,48,9,110,1,1
1,42,11,14030,1,1
1,48,13,8800,1,1
0,52,9,40010,1,1
0,78,11,44900,1,1
1,29,11,11500,0,1
1,45,11,34210,0,2
0,48,13,57000,0,4
1,51,13,14000,1,1
1,55,13,0,1,1
1,37,13,20400,0,4
0,34,11,46000,0,1
1,22,11,0,0,1
1,75,9,16900,0,1
0,22,12,26700,1,1
1,34,9,18900,1,2
0,69,9,47140,0,1
0,33,11,35000,0,2
1,29,10,44000,0,1
0,21,9,10000,0,2
0,83,9,113900,1,1
0,35,9,14000,1,1
1,47,14,54900,0,1
1,32,13,40000,0,1
1,32,3,0,1,2
1,51,14,62000,1,1
0,70,11,24000,1,4
0,52,9,5000,1,1
1,36,12,39950,0,3
0,73,11,151400,1,1
0,24,9,6000,1,2
0,53,14,85000,1,4
1,64,13,1360,0,4
0,32,8,61000,1,1
1,29,8,27000,0,3
0,40,9,0,0,3
0,84,9,14000,1,1
0,80,3,6000,0,4
1,39,9,1800,1,1
0,38,12,1e+05,0,1
0,26,9,0,0,4
0,38,3,34000,1,2
1,27,13,35300,0,1
0,30,12,5500,0,3
1,34,13,0,1,1
1,74,15,151000,1,1
0,38,8,10000,0,2
1,74,9,18400,1,1
1,26,13,63000,0,4
0,26,9,0,0,1
0,35,5,5000,0,1
1,41,13,1e+05,0,4
0,40,3,24000,1,2
0,55,9,17500,1,4
1,47,9,7500,1,1
0,38,9,60000,1,4
0,39,12,40000,1,1
0,47,9,40700,1,2
0,56,10,84300,0,2
1,57,12,40000,0,1
1,21,12,-5000,0,1
0,32,1,20400,1,4
0,26,3,25000,0,2
1,26,10,0,1,2
1,46,9,0,1,4
0,64,13,115600,1,1
1,47,9,18000,0,1
0,44,13,29000,1,2
0,54,13,135290,1,1
1,47,11,20000,1,1
1,51,16,10800,1,1
0,28,9,24000,0,1
1,36,11,31000,0,2
1,49,8,5200,1,2
1,24,13,25030,0,1
1,26,12,15000,0,4
0,38,11,47900,1,2
1,37,13,75000,1,1
0,51,5,30000,1,4
0,21,2,0,1,2
0,37,11,17000,1,2
0,58,13,59000,1,4
0,55,13,72000,1,4
0,25,11,20600,0,1
0,21,4,5000,0,2
1,52,11,32600,1,4
1,25,9,0,1,1
1,39,14,60000,0,4
1,42,1,15000,1,2
1,68,7,4100,0,1
0,30,13,50000,0,4
0,40,13,50100,1,1
0,50,9,12000,1,4
0,65,9,12000,1,1
0,54,8,26500,1,2
1,19,5,0,1,2
0,79,9,2600,1,1
1,20,9,14830,1,1
0,57,11,35000,1,1
1,39,3,11000,0,4
0,39,13,6000,0,1
0,39,14,150000,1,1
0,71,3,23800,1,2
1,32,8,9700,1,2
0,25,1,18000,1,2
1,42,13,25200,0,1
1,59,7,16700,1,3
0,38,13,62400,1,1
1,18,9,6600,0,2
0,41,9,78000,1,2
1,31,11,13100,0,1
0,31,10,28850,1,1
1,93,13,24000,0,1
1,69,8,11300,1,3
0,63,12,45590,1,1
1,78,9,20290,0,1
0,26,14,45660,0,1
0,18,9,10000,0,1
1,54,13,94810,0,3
1,76,13,56600,1,1
0,51,9,5300,0,2
1,52,14,10900,1,1
1,60,9,12400,0,3
1,30,3,0,1,2
1,43,10,12000,1,1
0,20,9,12000,0,1
1,54,2,0,1,2
1,30,13,104000,1,4
0,54,9,58000,0,1
0,33,11,26000,0,4
0,24,13,42000,0,1
0,23,3,14000,0,2
0,42,14,1e+05,1,1
1,35,15,65000,1,1
1,60,1,9800,0,1
0,49,11,15000,0,3
0,32,13,58050,1,2
0,65,2,6000,1,2
1,20,10,0,0,1
0,19,9,3400,1,2
0,31,3,10000,1,2
1,66,10,63300,0,1
1,26,13,30000,1,1
1,86,9,13140,0,1
1,75,9,20000,0,1
0,56,11,29000,0,1
1,58,11,22000,1,2
1,24,13,55000,0,4
0,54,11,20000,0,1
1,47,14,9100,1,1
0,59,13,9200,0,1
1,34,1,18000,1,2
0,18,9,3000,0,2
0,63,9,29900,0,1
1,48,12,28000,1,1
1,44,9,11500,1,1
1,75,8,700,0,4
0,65,7,17800,1,2
1,19,9,0,0,2
1,24,11,18000,0,2
0,52,15,10000,0,1
1,68,11,0,1,1
0,43,1,27000,1,2
0,58,14,29100,0,1
1,73,10,45600,1,1
0,51,13,34800,1,1
0,47,5,30000,1,2
1,53,13,28000,1,1
1,37,11,0,1,1
0,31,10,0,1,1
0,22,9,3000,0,3
1,44,10,16000,1,1
1,67,8,9100,1,1
1,56,10,10000,0,2
1,25,10,0,1,1
0,74,14,132300,1,1
1,43,9,23000,1,1
1,27,11,6340,1,3
0,29,16,140900,1,1
0,46,11,60000,0,2
1,22,7,0,1,2
0,62,9,10300,0,1
1,43,11,28100,1,1
0,26,6,94000,1,2
1,37,15,12000,1,2
0,18,11,0,0,4
1,49,11,17200,1,1
1,89,16,21200,0,1
0,57,12,73000,1,1
1,20,7,2200,0,1
1,25,4,0,1,2
1,56,4,2200,0,2
0,54,9,80000,0,1
1,33,13,52000,1,2
1,30,10,2000,1,1
1,31,11,29500,1,2
0,45,9,0,1,2
1,26,9,10400,0,2
1,40,11,0,1,1
0,48,11,1e+05,1,3
1,35,9,46000,1,1
1,37,6,0,1,2
0,59,4,22000,0,2
1,19,3,9600,1,2
1,58,13,58900,0,1
1,59,11,67000,0,1
0,44,9,32300,1,1
0,38,9,0,0,3
0,26,9,24000,0,3
0,67,11,14400,0,1
1,27,11,0,1,1
1,59,12,17900,1,1
1,31,10,0,0,3
1,29,11,24000,1,2
1,76,6,0,0,1
1,45,12,28000,0,1
0,25,13,0,1,1
0,35,11,50030,1,4
0,81,3,6400,1,2
0,39,9,59830,0,2
0,68,1,8900,1,4
0,44,9,5000,1,1
0,38,5,80000,1,1
0,39,11,10000,1,3
0,58,13,23800,1,4
1,42,13,0,1,4
0,60,14,107000,1,1
0,54,1,14100,1,2
0,26,9,20300,1,2
1,79,11,34600,0,3
0,27,11,23400,1,1
1,61,9,0,1,2
0,59,13,56000,1,4
1,53,13,32000,0,1
0,76,9,6000,1,4
0,40,9,42000,1,4
0,47,14,78000,0,1
0,24,13,2000,0,1
1,85,13,0,1,2
1,22,9,8000,1,2
1,54,13,5000,1,4
0,30,1,13000,1,2
0,57,13,55000,1,1
1,78,12,0,0,3
0,66,9,26000,1,1
1,26,9,3500,0,2
1,61,10,33700,1,3
1,27,11,0,0,4
1,37,13,0,1,2
0,44,9,34700,1,1
0,47,11,326000,0,1
1,37,1,950,0,2
1,39,13,19200,1,4
0,26,11,33000,0,1
1,19,9,7000,0,4
0,34,13,64000,1,1
0,89,4,10000,0,4
0,43,9,170,1,1
0,28,13,6000,1,1
1,26,1,0,1,2
0,42,12,40000,1,3
0,37,9,34000,1,1
0,36,9,27000,1,3
0,45,11,18700,1,1
0,54,16,35200,1,4
0,66,11,8000,1,4
0,35,12,33000,1,2
1,19,11,10000,1,2
1,30,5,22000,1,2
0,81,9,42900,1,1
0,38,11,60600,1,3
1,22,10,1000,0,1
1,31,9,24000,1,2
1,72,11,36670,0,1
0,22,11,900,0,1
0,39,13,102000,1,1
0,71,4,8700,0,1
1,63,13,51700,0,1
0,42,14,95000,1,1
0,18,7,0,0,1
0,33,3,0,0,2
1,34,12,40200,1,1
0,76,9,23800,1,1
1,41,12,58000,0,1
0,40,13,70000,0,1
0,57,11,70030,1,1
0,57,11,73800,0,1
0,68,9,39200,0,1
0,18,7,0,0,1
1,45,10,25000,1,2
1,25,15,8000,1,2
1,51,11,8100,0,1
1,50,9,86000,1,1
0,41,14,47800,1,1
0,46,12,25900,0,3
0,40,15,331000,1,1
0,37,9,21000,1,4
0,38,13,48400,1,2
1,22,11,0,0,1
0,50,11,0,1,3
1,34,11,2500,1,1
0,65,12,55310,1,1
0,37,9,16000,1,2
0,60,13,0,0,1
0,57,13,22500,1,1
1,67,13,6500,0,1
0,44,1,1000,1,4
0,51,8,7000,1,4
0,23,6,18000,0,2
0,32,9,66800,1,1
0,50,11,11200,0,4
0,52,12,104000,1,1
1,80,9,30000,0,1
1,59,6,40500,1,2
0,50,12,7800,1,4
0,71,5,12000,1,1
1,33,13,32100,0,1
0,21,8,8000,1,2
1,69,10,15000,0,1
1,38,14,55000,0,1
1,33,2,8000,1,2
0,55,13,54000,1,1
1,39,13,0,1,1
1,62,3,4300,0,2
1,20,12,5200,0,2
1,35,11,20000,1,4
0,71,13,7800,1,1
0,48,11,55000,1,3
0,70,13,31500,1,1
1,39,11,0,1,1
0,54,13,60000,1,4
0,19,9,10100,0,1
0,33,11,52000,1,4
1,40,9,30000,1,2
1,70,9,32900,0,1
0,18,9,2400,0,1
0,36,12,65500,1,1
0,44,12,50000,1,4
0,58,11,4800,1,1
0,63,11,0,1,4
1,22,9,0,0,2
1,33,4,0,1,2
0,19,9,0,0,1
1,40,9,39030,1,2
1,45,12,21900,1,1
0,64,9,12500,0,1
1,32,11,0,1,2
1,26,11,37500,0,4
1,32,13,57000,1,1
1,25,10,18204,1,1
0,22,13,7000,0,1
0,21,7,1200,0,1
1,53,11,47000,1,3
1,28,13,50000,0,1
1,73,9,13700,0,1
1,21,9,15000,1,3
0,39,3,25000,1,2
1,19,11,2000,0,1
0,44,6,8900,0,2
1,31,10,13000,1,2
0,35,14,85000,1,1
1,47,12,13500,0,1
1,60,13,67450,0,1
0,27,9,6000,0,1
0,32,9,20000,1,2
0,42,13,83900,0,1
0,22,9,4000,0,2
1,41,11,21000,1,1
1,19,1,11000,1,2
0,58,13,67030,1,1
1,34,6,9600,0,1
0,37,11,6000,0,4
1,24,9,32000,1,2
1,50,9,0,1,1
1,46,9,42000,1,2
1,50,10,11670,1,1
0,27,2,12000,1,2
0,43,7,4500,1,2
1,26,13,22200,1,4
0,41,11,50000,1,4
0,43,12,10100,1,1
1,20,9,390,0,2
0,27,5,0,0,2
1,33,1,400,1,4
0,59,12,13000,1,1
1,82,9,9600,0,1
1,84,16,6000,1,1
1,31,9,22000,1,2
0,27,9,18800,1,2
0,22,5,0,1,2
1,43,11,16810,1,1
0,29,7,6000,1,2
1,42,13,68000,1,2
0,21,9,17100,1,1
0,65,5,0,1,4
0,26,9,23000,0,4
0,41,10,11604,0,1
0,32,13,500,0,1
0,51,9,10000,1,2
0,19,9,1500,0,1
1,70,1,3800,1,2
1,27,13,60000,0,1
0,23,11,20000,0,4
0,81,1,5700,1,4
0,61,13,12000,1,4
0,45,13,12000,0,1
1,40,9,0,1,2
0,27,9,21100,1,3
0,35,5,12030,0,2
1,46,10,17500,0,1
1,54,10,11600,0,1
1,31,11,37500,0,1
1,57,14,36600,0,1
0,41,13,35000,1,1
0,74,11,20900,0,1
1,56,11,39600,0,1
0,18,6,14000,0,2
1,18,7,0,0,1
0,23,11,3500,0,1
1,29,1,0,0,2
0,48,13,74000,1,1
1,30,6,0,1,4
1,30,5,19000,0,4
0,31,13,60000,1,1
1,27,9,12000,0,3
1,35,13,11500,0,1
1,18,8,13500,0,3
1,47,12,35000,1,1
0,33,8,14000,1,1
1,21,9,12500,0,4
1,46,8,0,1,2
1,43,9,5000,0,2
1,45,9,46200,1,1
1,38,14,27000,1,1
0,62,10,40000,1,2
0,40,11,107000,0,1
1,45,10,0,0,4
1,64,4,8300,0,1
0,20,6,0,1,2
0,31,9,33000,1,1
0,51,5,4000,0,1
1,85,13,33300,0,1
1,22,9,3800,1,2
1,32,11,27000,1,2
1,47,7,325000,0,2
1,36,10,78000,0,1
0,83,5,15600,1,2
0,20,8,1400,0,1
1,61,10,31150,1,1
1,33,9,0,1,1
1,57,9,14000,1,1
0,56,13,325000,1,1
1,64,13,58070,0,1
1,56,13,16000,0,2
1,53,14,50000,1,1
1,47,13,0,1,1
1,59,1,0,1,4
1,69,9,3600,1,4
0,51,9,22900,1,1
1,33,11,33000,1,3
1,51,11,462000,1,1
1,40,13,45000,0,1
1,23,7,25000,1,1
0,49,10,43000,1,2
0,51,3,1200,0,1
0,40,11,50000,1,1
0,40,13,70000,1,1
1,46,14,325300,1,1
0,51,1,19200,1,2
1,68,3,4200,1,2
1,40,13,0,1,2
1,27,9,5000,0,2
1,28,9,9000,0,2
0,34,11,60000,1,3
0,35,11,12000,1,2
1,34,3,0,0,2
0,18,5,0,0,2
0,71,6,9000,1,1
0,45,9,8700,0,1
1,32,5,3700,1,4
1,50,13,17000,0,3
1,62,15,12690,0,1
1,57,11,3000,1,1
0,34,9,0,1,1
1,43,3,13020,0,2
1,79,11,15860,0,3
1,56,4,26200,0,1
0,63,8,0,0,4
0,38,13,237000,0,1
1,21,9,9000,0,1
1,43,12,0,1,1
1,86,9,7000,1,1
0,57,14,0,0,3
0,61,11,21300,1,1
1,37,10,42000,0,1
1,56,9,5300,1,1
0,20,11,1700,1,1
0,53,11,65000,1,1
0,24,7,30000,1,2
1,45,14,890,1,1
0,31,11,50000,1,1
1,26,13,30500,1,1
1,75,6,6200,0,4
0,24,8,0,1,3
1,74,4,14300,0,1
0,47,9,29400,1,1
0,43,4,23400,0,2
0,19,9,5000,0,1
0,22,9,15000,0,2
1,34,9,12420,1,2
0,19,6,7000,0,2
1,62,9,3050,1,1
0,41,8,60000,1,1
0,34,11,25000,0,3
1,41,4,6000,1,1
0,72,9,19200,0,1
0,43,11,29100,1,2
1,38,11,137000,1,1
0,49,14,11200,0,1
1,56,10,32000,1,1
0,46,13,48000,1,1
0,63,1,34000,1,2
0,63,11,7500,0,2
1,21,11,7000,0,1
0,23,7,11000,0,2
0,22,8,12000,1,1
1,38,11,36000,1,1
1,64,14,139600,0,1
1,53,9,650,1,1
1,24,11,0,0,2
1,25,9,24000,0,1
1,58,16,97700,1,1
0,40,9,36000,1,4
